,ID,date,obs
1075,41,2023-03-09,N
1076,42,2023-03-09,N
1077,43,2023-03-09,N
1078,44,2023-03-09,N
1079,45,2023-03-09,N
1080,46,2023-03-09,N
1081,47,2023-03-09,N
1082,48,2023-03-09,N
1083,49,2023-03-09,ND
1084,50,2023-03-09,N
1085,51,2023-03-09,F
1086,52,2023-03-09,N
1087,53,2023-03-09,N
1088,54,2023-03-09,N
1089,55,2023-03-09,N
1090,56,2023-03-09,N
1091,57,2023-03-09,F
1092,58,2023-03-09,ND
1093,59,2023-03-09,N
1094,60,2023-03-09,N
1095,61,2023-03-09,N
1096,62,2023-03-09,N
1097,63,2023-03-09,N
1098,64,2023-03-09,N
1099,65,2023-03-09,N
1100,66,2023-03-09,N
1101,67,2023-03-09,N
1102,68,2023-03-09,N
1103,69,2023-03-09,N
1104,70,2023-03-09,-
1105,71,2023-03-09,N
1106,72,2023-03-09,N
1107,73,2023-03-09,N
1108,74,2023-03-09,N
1109,75,2023-03-09,N
1110,76,2023-03-09,N
1111,77,2023-03-09,N
1112,78,2023-03-09,N
1113,79,2023-03-09,N
1114,80,2023-03-09,-
1115,81,2023-03-09,-
1116,82,2023-03-09,N
1117,83,2023-03-09,N
1118,84,2023-03-09,-
1119,85,2023-03-09,N
1120,86,2023-03-09,N
1121,87,2023-03-09,N
1122,88,2023-03-09,N
1123,89,2023-03-09,-
1124,90,2023-03-09,N
1125,91,2023-03-09,-
1126,92,2023-03-09,N
1127,93,2023-03-09,N
1128,94,2023-03-09,N
1129,95,2023-03-09,N
1130,96,2023-03-09,N
1131,97,2023-03-09,-
1132,98,2023-03-09,N
1133,99,2023-03-09,F
1134,100,2023-03-09,N
1135,101,2023-03-09,N
1136,102,2023-03-09,-
1137,103,2023-03-09,N
1138,104,2023-03-09,N
1139,105,2023-03-09,N
1140,106,2023-03-09,N
1141,107,2023-03-09,-
1142,108,2023-03-09,N
1143,109,2023-03-09,N
1144,110,2023-03-09,-
1145,111,2023-03-09,N
1146,112,2023-03-09,N
1147,113,2023-03-09,N
1148,114,2023-03-09,N
1149,115,2023-03-09,N
1150,1,2023-03-10,N
1151,2,2023-03-10,N
1152,3,2023-03-10,N
1153,4,2023-03-10,N
1154,5,2023-03-10,N
1155,6,2023-03-10,ND
1156,7,2023-03-10,N
1157,8,2023-03-10,N
1158,9,2023-03-10,N
1159,10,2023-03-10,N
1160,11,2023-03-10,N
1161,12,2023-03-10,N
1162,13,2023-03-10,N
1163,14,2023-03-10,N
1164,15,2023-03-10,N
1165,16,2023-03-10,N
1166,17,2023-03-10,-
1167,18,2023-03-10,N
1168,19,2023-03-10,N
1169,20,2023-03-10,N
1170,21,2023-03-10,N
1171,22,2023-03-10,N
1172,23,2023-03-10,F
1173,24,2023-03-10,N
1174,25,2023-03-10,N
1175,26,2023-03-10,N
1176,27,2023-03-10,N
1177,28,2023-03-10,N
1178,29,2023-03-10,N
1179,30,2023-03-10,N
1180,31,2023-03-10,N
1181,32,2023-03-10,N
1182,33,2023-03-10,N
1183,34,2023-03-10,N
1184,35,2023-03-10,N
1185,36,2023-03-10,N
1186,37,2023-03-10,N
1187,38,2023-03-10,N
1188,39,2023-03-10,N
1189,40,2023-03-10,N
1190,41,2023-03-10,N
1191,42,2023-03-10,N
1192,43,2023-03-10,N
1193,44,2023-03-10,N
1194,45,2023-03-10,N
1195,46,2023-03-10,N
1196,47,2023-03-10,N
1197,48,2023-03-10,N
1198,49,2023-03-10,-
1199,50,2023-03-10,1
1200,51,2023-03-10,N
1201,52,2023-03-10,N
1202,53,2023-03-10,N
1203,54,2023-03-10,N
1204,55,2023-03-10,N
1205,56,2023-03-10,N
1206,57,2023-03-10,F
1207,58,2023-03-10,-
1208,59,2023-03-10,N
1209,60,2023-03-10,N
1210,61,2023-03-10,N
1211,62,2023-03-10,N
1212,63,2023-03-10,N
1213,64,2023-03-10,N
1214,65,2023-03-10,N
1215,66,2023-03-10,ND
1216,67,2023-03-10,N
1217,68,2023-03-10,N
1218,69,2023-03-10,N
1219,70,2023-03-10,-
1220,71,2023-03-10,N
1221,72,2023-03-10,N
1222,73,2023-03-10,N
1223,74,2023-03-10,N
1224,75,2023-03-10,N
1225,76,2023-03-10,N
1226,77,2023-03-10,N
1227,78,2023-03-10,N
1228,79,2023-03-10,ND
1229,80,2023-03-10,-
1230,81,2023-03-10,-
1231,82,2023-03-10,F
1232,83,2023-03-10,N
1233,84,2023-03-10,-
1234,85,2023-03-10,N
1235,86,2023-03-10,N
1236,87,2023-03-10,N
1237,88,2023-03-10,N
1238,89,2023-03-10,-
1239,90,2023-03-10,N
1240,91,2023-03-10,-
1241,92,2023-03-10,N
1242,93,2023-03-10,N
1243,94,2023-03-10,N
1244,95,2023-03-10,N
1245,96,2023-03-10,N
1246,97,2023-03-10,-
1247,98,2023-03-10,N
1248,99,2023-03-10,N
1249,100,2023-03-10,F
1250,101,2023-03-10,N
1251,102,2023-03-10,-
1252,103,2023-03-10,N
1253,104,2023-03-10,N
1254,105,2023-03-10,N
1255,106,2023-03-10,N
1256,107,2023-03-10,-
1257,108,2023-03-10,N
1258,109,2023-03-10,N
1259,110,2023-03-10,-
1260,111,2023-03-10,N
1261,112,2023-03-10,N
1262,113,2023-03-10,N
1263,114,2023-03-10,N
1264,115,2023-03-10,N
1265,1,2023-03-11,N
1266,2,2023-03-11,N
1267,3,2023-03-11,N
1268,4,2023-03-11,N
1269,5,2023-03-11,N
1270,6,2023-03-11,-
1271,7,2023-03-11,N
1272,8,2023-03-11,N
1273,9,2023-03-11,N
1274,10,2023-03-11,N
1275,11,2023-03-11,N
1276,12,2023-03-11,N
1277,13,2023-03-11,N
1278,14,2023-03-11,N
1279,15,2023-03-11,N
1280,16,2023-03-11,N
1281,17,2023-03-11,-
1282,18,2023-03-11,N
1283,19,2023-03-11,N
1284,20,2023-03-11,N
1285,21,2023-03-11,N
1286,22,2023-03-11,N
1287,23,2023-03-11,F
1288,24,2023-03-11,N
1289,25,2023-03-11,N
1290,26,2023-03-11,N
1291,27,2023-03-11,N
1292,28,2023-03-11,N
1293,29,2023-03-11,N
1294,30,2023-03-11,N
1295,31,2023-03-11,N
1296,32,2023-03-11,N
1297,33,2023-03-11,N
1298,34,2023-03-11,N
1299,35,2023-03-11,N
1300,36,2023-03-11,N
1301,37,2023-03-11,N
1302,38,2023-03-11,N
1303,39,2023-03-11,N
1304,40,2023-03-11,N
1305,41,2023-03-11,N
1306,42,2023-03-11,N
1307,43,2023-03-11,N
1308,44,2023-03-11,N
1309,45,2023-03-11,N
1310,46,2023-03-11,N
1311,47,2023-03-11,N
1312,48,2023-03-11,N
1313,49,2023-03-11,-
1314,50,2023-03-11,N
1315,51,2023-03-11,N
1316,52,2023-03-11,N
1317,53,2023-03-11,N
1318,54,2023-03-11,N
1319,55,2023-03-11,N
1320,56,2023-03-11,N
1321,57,2023-03-11,N
1322,58,2023-03-11,-
1323,59,2023-03-11,N
1324,60,2023-03-11,N
1325,61,2023-03-11,N
1326,62,2023-03-11,N
1327,63,2023-03-11,N
1328,64,2023-03-11,N
1329,65,2023-03-11,N
1330,66,2023-03-11,-
1331,67,2023-03-11,N
1332,68,2023-03-11,N
1333,69,2023-03-11,N
1334,70,2023-03-11,-
1335,71,2023-03-11,N
1336,72,2023-03-11,N
1337,73,2023-03-11,N
1338,74,2023-03-11,N
1339,75,2023-03-11,N
1340,76,2023-03-11,N
1341,77,2023-03-11,F
1342,78,2023-03-11,N
1343,79,2023-03-11,-
1344,80,2023-03-11,-
1345,81,2023-03-11,-
1346,82,2023-03-11,N
1347,83,2023-03-11,N
1348,84,2023-03-11,-
1349,85,2023-03-11,N
1350,86,2023-03-11,N
1351,87,2023-03-11,N
1352,88,2023-03-11,N
1353,89,2023-03-11,-
1354,90,2023-03-11,N
1355,91,2023-03-11,-
1356,92,2023-03-11,N
1357,93,2023-03-11,N
1358,94,2023-03-11,N
1359,95,2023-03-11,N
1360,96,2023-03-11,N
1361,97,2023-03-11,-
1362,98,2023-03-11,N
1363,99,2023-03-11,N
1364,100,2023-03-11,F
1365,101,2023-03-11,N
1366,102,2023-03-11,-
1367,103,2023-03-11,N
1368,104,2023-03-11,N
1369,105,2023-03-11,N
1370,106,2023-03-11,N
1371,107,2023-03-11,-
1372,108,2023-03-11,N
1373,109,2023-03-11,N
1374,110,2023-03-11,-
1375,111,2023-03-11,N
1376,112,2023-03-11,N
1377,113,2023-03-11,N
1378,114,2023-03-11,N
1379,115,2023-03-11,N
1380,1,2023-03-12,N
1381,2,2023-03-12,N
1382,3,2023-03-12,N
1383,4,2023-03-12,N
1384,5,2023-03-12,F
1385,6,2023-03-12,-
1386,7,2023-03-12,N
1387,8,2023-03-12,N
1388,9,2023-03-12,N
1389,10,2023-03-12,N
1390,11,2023-03-12,N
1391,12,2023-03-12,N
1392,13,2023-03-12,N
1393,14,2023-03-12,N
1394,15,2023-03-12,N
1395,16,2023-03-12,N
1396,17,2023-03-12,-
1397,18,2023-03-12,N
1398,19,2023-03-12,N
1399,20,2023-03-12,N
1400,21,2023-03-12,N
1401,22,2023-03-12,N
1402,23,2023-03-12,F
1403,24,2023-03-12,N
1404,25,2023-03-12,N
1405,26,2023-03-12,N
1406,27,2023-03-12,N
1407,28,2023-03-12,N
1408,29,2023-03-12,N
1409,30,2023-03-12,N
1410,31,2023-03-12,N
1411,32,2023-03-12,N
1412,33,2023-03-12,N
1413,34,2023-03-12,N
1414,35,2023-03-12,N
1415,36,2023-03-12,N
1416,37,2023-03-12,N
1417,38,2023-03-12,N
1418,39,2023-03-12,N
1419,40,2023-03-12,N
1420,41,2023-03-12,N
1421,42,2023-03-12,N
1422,43,2023-03-12,N
1423,44,2023-03-12,N
1424,45,2023-03-12,N
1425,46,2023-03-12,N
1426,47,2023-03-12,N
1427,48,2023-03-12,N
1428,49,2023-03-12,-
1429,50,2023-03-12,N
1430,51,2023-03-12,F
1431,52,2023-03-12,N
1432,53,2023-03-12,N
1433,54,2023-03-12,N
1434,55,2023-03-12,N
1435,56,2023-03-12,N
1436,57,2023-03-12,N
1437,58,2023-03-12,-
1438,59,2023-03-12,M
1439,60,2023-03-12,F
1440,61,2023-03-12,N
1441,62,2023-03-12,N
1442,63,2023-03-12,F
1443,64,2023-03-12,N
1444,65,2023-03-12,N
1445,66,2023-03-12,-
1446,67,2023-03-12,N
1447,68,2023-03-12,N
1448,69,2023-03-12,N
1449,70,2023-03-12,-
1450,71,2023-03-12,F
1451,72,2023-03-12,ND
1452,73,2023-03-12,N
1453,74,2023-03-12,N
1454,75,2023-03-12,N
1455,76,2023-03-12,N
1456,77,2023-03-12,N
1457,78,2023-03-12,N
1458,79,2023-03-12,-
1459,80,2023-03-12,-
1460,81,2023-03-12,-
1461,82,2023-03-12,N
1462,83,2023-03-12,N
1463,84,2023-03-12,-
1464,85,2023-03-12,N
1465,86,2023-03-12,N
1466,87,2023-03-12,N
1467,88,2023-03-12,N
1468,89,2023-03-12,-
1469,90,2023-03-12,N
1470,91,2023-03-12,-
1471,92,2023-03-12,N
1472,93,2023-03-12,N
1473,94,2023-03-12,N
1474,95,2023-03-12,N
1475,96,2023-03-12,N
1476,97,2023-03-12,-
1477,98,2023-03-12,N
1478,99,2023-03-12,N
1479,100,2023-03-12,N
1480,101,2023-03-12,N
1481,102,2023-03-12,-
1482,103,2023-03-12,N
1483,104,2023-03-12,N
1484,105,2023-03-12,N
1485,106,2023-03-12,N
1486,107,2023-03-12,-
1487,108,2023-03-12,N
1488,109,2023-03-12,N
1489,110,2023-03-12,-
1490,111,2023-03-12,N
1491,112,2023-03-12,N
1492,113,2023-03-12,N
1493,114,2023-03-12,N
1494,115,2023-03-12,N
1495,1,2023-03-13,F
1496,2,2023-03-13,N
1497,3,2023-03-13,N
1498,4,2023-03-13,N
1499,5,2023-03-13,N
1500,6,2023-03-13,-
1501,7,2023-03-13,N
1502,8,2023-03-13,N
1503,9,2023-03-13,N
1504,10,2023-03-13,F
1505,11,2023-03-13,N
1506,12,2023-03-13,N
1507,13,2023-03-13,N
1508,14,2023-03-13,N
1509,15,2023-03-13,N
1510,16,2023-03-13,N
1511,17,2023-03-13,-
1512,18,2023-03-13,N
1513,19,2023-03-13,N
1514,20,2023-03-13,N
1515,21,2023-03-13,N
1516,22,2023-03-13,N
1517,23,2023-03-13,
1518,24,2023-03-13,
1519,25,2023-03-13,
1520,26,2023-03-13,
1521,27,2023-03-13,ND
1522,28,2023-03-13,
1523,29,2023-03-13,
1524,30,2023-03-13,
1525,31,2023-03-13,
1526,32,2023-03-13,
1527,33,2023-03-13,F
1528,34,2023-03-13,ND
1529,35,2023-03-13,
1530,36,2023-03-13,
1531,37,2023-03-13,
1532,38,2023-03-13,
1533,39,2023-03-13,
1534,40,2023-03-13,
1535,41,2023-03-13,ND
1536,42,2023-03-13,
1537,43,2023-03-13,
1538,44,2023-03-13,ND
1539,45,2023-03-13,
1540,46,2023-03-13,
1541,47,2023-03-13,ND
1542,48,2023-03-13,
1543,49,2023-03-13,-
1544,50,2023-03-13,
1545,51,2023-03-13,
1546,52,2023-03-13,
1547,53,2023-03-13,
1548,54,2023-03-13,
1549,55,2023-03-13,
1550,56,2023-03-13,
1551,57,2023-03-13,
1552,58,2023-03-13,-
1553,59,2023-03-13,
1554,60,2023-03-13,
1555,61,2023-03-13,
1556,62,2023-03-13,
1557,63,2023-03-13,
1558,64,2023-03-13,
1559,65,2023-03-13,
1560,66,2023-03-13,-
1561,67,2023-03-13,
1562,68,2023-03-13,
1563,69,2023-03-13,
1564,70,2023-03-13,-
1565,71,2023-03-13,
1566,72,2023-03-13,-
1567,73,2023-03-13,
1568,74,2023-03-13,
1569,75,2023-03-13,
1570,76,2023-03-13,
1571,77,2023-03-13,ND
1572,78,2023-03-13,
1573,79,2023-03-13,-
1574,80,2023-03-13,-
1575,81,2023-03-13,-
1576,82,2023-03-13,
1577,83,2023-03-13,
1578,84,2023-03-13,-
1579,85,2023-03-13,
1580,86,2023-03-13,
1581,87,2023-03-13,
1582,88,2023-03-13,
1583,89,2023-03-13,-
1584,90,2023-03-13,
1585,91,2023-03-13,-
1586,92,2023-03-13,
1587,93,2023-03-13,
1588,94,2023-03-13,
1589,95,2023-03-13,
1590,96,2023-03-13,
1591,97,2023-03-13,-
1592,98,2023-03-13,
1593,99,2023-03-13,
1594,100,2023-03-13,
1595,101,2023-03-13,
1596,102,2023-03-13,-
1597,103,2023-03-13,
1598,104,2023-03-13,
1599,105,2023-03-13,
1600,106,2023-03-13,
1601,107,2023-03-13,-
1602,108,2023-03-13,
1603,109,2023-03-13,
1604,110,2023-03-13,-
1605,111,2023-03-13,
1606,112,2023-03-13,
1607,113,2023-03-13,
1608,114,2023-03-13,
1609,115,2023-03-13,
1610,1,2023-03-14,
1611,2,2023-03-14,
1612,3,2023-03-14,
1613,4,2023-03-14,
1614,5,2023-03-14,
1615,6,2023-03-14,-
1616,7,2023-03-14,
1617,8,2023-03-14,
1618,9,2023-03-14,
1619,10,2023-03-14,
1620,11,2023-03-14,
1621,12,2023-03-14,
1622,13,2023-03-14,
1623,14,2023-03-14,
1624,15,2023-03-14,
1625,16,2023-03-14,
1626,17,2023-03-14,-
1627,18,2023-03-14,
1628,19,2023-03-14,
1629,20,2023-03-14,
1630,21,2023-03-14,
1631,22,2023-03-14,
1632,23,2023-03-14,
1633,24,2023-03-14,
1634,25,2023-03-14,
1635,26,2023-03-14,
1636,27,2023-03-14,-
1637,28,2023-03-14,
1638,29,2023-03-14,
1639,30,2023-03-14,
1640,31,2023-03-14,
1641,32,2023-03-14,
1642,33,2023-03-14,
1643,34,2023-03-14,-
1644,35,2023-03-14,
1645,36,2023-03-14,
1646,37,2023-03-14,
1647,38,2023-03-14,
1648,39,2023-03-14,
1649,40,2023-03-14,
1650,41,2023-03-14,-
1651,42,2023-03-14,
1652,43,2023-03-14,
1653,44,2023-03-14,-
1654,45,2023-03-14,
1655,46,2023-03-14,
1656,47,2023-03-14,-
1657,48,2023-03-14,
1658,49,2023-03-14,-
1659,50,2023-03-14,
1660,51,2023-03-14,
1661,52,2023-03-14,
1662,53,2023-03-14,
1663,54,2023-03-14,
1664,55,2023-03-14,
1665,56,2023-03-14,
1666,57,2023-03-14,
1667,58,2023-03-14,-
1668,59,2023-03-14,
1669,60,2023-03-14,
1670,61,2023-03-14,
1671,62,2023-03-14,
1672,63,2023-03-14,
1673,64,2023-03-14,
1674,65,2023-03-14,
1675,66,2023-03-14,-
1676,67,2023-03-14,
1677,68,2023-03-14,
1678,69,2023-03-14,
1679,70,2023-03-14,-
1680,71,2023-03-14,
1681,72,2023-03-14,-
1682,73,2023-03-14,
1683,74,2023-03-14,
1684,75,2023-03-14,
1685,76,2023-03-14,
1686,77,2023-03-14,-
1687,78,2023-03-14,
1688,79,2023-03-14,-
1689,80,2023-03-14,-
1690,81,2023-03-14,-
1691,82,2023-03-14,
1692,83,2023-03-14,
1693,84,2023-03-14,-
1694,85,2023-03-14,
1695,86,2023-03-14,
1696,87,2023-03-14,
1697,88,2023-03-14,
1698,89,2023-03-14,-
1699,90,2023-03-14,
1700,91,2023-03-14,-
1701,92,2023-03-14,
1702,93,2023-03-14,
1703,94,2023-03-14,
1704,95,2023-03-14,
1705,96,2023-03-14,
1706,97,2023-03-14,-
1707,98,2023-03-14,
1708,99,2023-03-14,
1709,100,2023-03-14,
1710,101,2023-03-14,
1711,102,2023-03-14,-
1712,103,2023-03-14,
1713,104,2023-03-14,
1714,105,2023-03-14,
1715,106,2023-03-14,
1716,107,2023-03-14,-
1717,108,2023-03-14,
1718,109,2023-03-14,
1719,110,2023-03-14,-
1720,111,2023-03-14,
1721,112,2023-03-14,
1722,113,2023-03-14,
1723,114,2023-03-14,
1724,115,2023-03-14,
1725,1,2023-03-15,N
1726,2,2023-03-15,N
1727,3,2023-03-15,F
1728,4,2023-03-15,N
1729,5,2023-03-15,N
1730,6,2023-03-15,-
1731,7,2023-03-15,N
1732,8,2023-03-15,N
1733,9,2023-03-15,N
1734,10,2023-03-15,N
1735,11,2023-03-15,N
1736,12,2023-03-15,N
1737,13,2023-03-15,N
1738,14,2023-03-15,N
1739,15,2023-03-15,
1740,16,2023-03-15,ND
1741,17,2023-03-15,-
1742,18,2023-03-15,ND
1743,19,2023-03-15,N
1744,20,2023-03-15,ND
1745,21,2023-03-15,N
1746,22,2023-03-15,N
1747,23,2023-03-15,N
1748,24,2023-03-15,N
1749,25,2023-03-15,N
1750,26,2023-03-15,N
1751,27,2023-03-15,-
1752,28,2023-03-15,N
1753,29,2023-03-15,N
1754,30,2023-03-15,N
1755,31,2023-03-15,N
1756,32,2023-03-15,N
1757,33,2023-03-15,F
1758,34,2023-03-15,-
1759,35,2023-03-15,N
1760,36,2023-03-15,N
1761,37,2023-03-15,N
1762,38,2023-03-15,N
1763,39,2023-03-15,N
1764,40,2023-03-15,N
1765,41,2023-03-15,-
1766,42,2023-03-15,N
1767,43,2023-03-15,N
1768,44,2023-03-15,-
1769,45,2023-03-15,N
1770,46,2023-03-15,N
1771,47,2023-03-15,-
1772,48,2023-03-15,N
1773,49,2023-03-15,-
1774,50,2023-03-15,N
1775,51,2023-03-15,N
1776,52,2023-03-15,N
1777,53,2023-03-15,N
1778,54,2023-03-15,N
1779,55,2023-03-15,N
1780,56,2023-03-15,N
1781,57,2023-03-15,N
1782,58,2023-03-15,-
1783,59,2023-03-15,-
1784,60,2023-03-15,N
1785,61,2023-03-15,N
1786,62,2023-03-15,N
1787,63,2023-03-15,N
1788,64,2023-03-15,N
1789,65,2023-03-15,N
1790,66,2023-03-15,-
1791,67,2023-03-15,N
1792,68,2023-03-15,N
1793,69,2023-03-15,N
1794,70,2023-03-15,-
1795,71,2023-03-15,N
1796,72,2023-03-15,-
1797,73,2023-03-15,N
1798,74,2023-03-15,N
1799,75,2023-03-15,N
1800,76,2023-03-15,N
1801,77,2023-03-15,-
1802,78,2023-03-15,N
1803,79,2023-03-15,-
1804,80,2023-03-15,-
1805,81,2023-03-15,-
1806,82,2023-03-15,N
1807,83,2023-03-15,N
1808,84,2023-03-15,-
1809,85,2023-03-15,N
1810,86,2023-03-15,N
1811,87,2023-03-15,N
1812,88,2023-03-15,N
1813,89,2023-03-15,-
1814,90,2023-03-15,N
1815,91,2023-03-15,-
1816,92,2023-03-15,N
1817,93,2023-03-15,N
1818,94,2023-03-15,N
1819,95,2023-03-15,N
1820,96,2023-03-15,N
1821,97,2023-03-15,Found
1822,98,2023-03-15,N
1823,99,2023-03-15,N
1824,100,2023-03-15,N
1825,101,2023-03-15,N
1826,102,2023-03-15,-
1827,103,2023-03-15,N
1828,104,2023-03-15,N
1829,105,2023-03-15,N
1830,106,2023-03-15,N
1831,107,2023-03-15,-
1832,108,2023-03-15,N
1833,109,2023-03-15,N
1834,110,2023-03-15,-
1835,111,2023-03-15,N
1836,112,2023-03-15,N
1837,113,2023-03-15,N
1838,114,2023-03-15,N
1839,115,2023-03-15,N
1840,1,2023-03-16,F
1841,2,2023-03-16,N
1842,3,2023-03-16,N
1843,4,2023-03-16,N
1844,5,2023-03-16,F
1845,6,2023-03-16,-
1846,7,2023-03-16,N
1847,8,2023-03-16,N
1848,9,2023-03-16,F
1849,10,2023-03-16,N
1850,11,2023-03-16,N
1851,12,2023-03-16,N
1852,13,2023-03-16,N
1853,14,2023-03-16,N
1854,15,2023-03-16,N
1855,16,2023-03-16,-
1856,17,2023-03-16,-
1857,18,2023-03-16,-
1858,19,2023-03-16,N
1859,20,2023-03-16,-
1860,21,2023-03-16,N
1861,22,2023-03-16,N
1862,23,2023-03-16,N
1863,24,2023-03-16,N
1864,25,2023-03-16,N
1865,26,2023-03-16,N
1866,27,2023-03-16,-
1867,28,2023-03-16,N
1868,29,2023-03-16,N
1869,30,2023-03-16,F
1870,31,2023-03-16,N
1871,32,2023-03-16,N
1872,33,2023-03-16,N
1873,34,2023-03-16,-
1874,35,2023-03-16,N
1875,36,2023-03-16,N
1876,37,2023-03-16,F
1877,38,2023-03-16,N
1878,39,2023-03-16,N
1879,40,2023-03-16,N
1880,41,2023-03-16,-
1881,42,2023-03-16,N
1882,43,2023-03-16,N
1883,44,2023-03-16,N
1884,45,2023-03-16,N
1885,46,2023-03-16,N
1886,47,2023-03-16,N
1887,48,2023-03-16,N
1888,49,2023-03-16,-
1889,50,2023-03-16,N
1890,51,2023-03-16,N
1891,52,2023-03-16,N
1892,53,2023-03-16,N
1893,54,2023-03-16,N
1894,55,2023-03-16,F
1895,56,2023-03-16,N
1896,57,2023-03-16,N
1897,58,2023-03-16,-
1898,59,2023-03-16,Found
1899,60,2023-03-16,N
1900,61,2023-03-16,N
1901,62,2023-03-16,N
1902,63,2023-03-16,N
1903,64,2023-03-16,N
1904,65,2023-03-16,N
1905,66,2023-03-16,-
1906,67,2023-03-16,N
1907,68,2023-03-16,N
1908,69,2023-03-16,N
1909,70,2023-03-16,-
1910,71,2023-03-16,N
1911,72,2023-03-16,-
1912,73,2023-03-16,N
1913,74,2023-03-16,N
1914,75,2023-03-16,N
1915,76,2023-03-16,N
1916,77,2023-03-16,-
1917,78,2023-03-16,N
1918,79,2023-03-16,-
1919,80,2023-03-16,-
1920,81,2023-03-16,-
1921,82,2023-03-16,N
1922,83,2023-03-16,N
1923,84,2023-03-16,-
1924,85,2023-03-16,N
1925,86,2023-03-16,N
1926,87,2023-03-16,F
1927,88,2023-03-16,N
1928,89,2023-03-16,-
1929,90,2023-03-16,F
1930,91,2023-03-16,-
1931,92,2023-03-16,N
1932,93,2023-03-16,N
1933,94,2023-03-16,N
1934,95,2023-03-16,N
1935,96,2023-03-16,N
1936,97,2023-03-16,N
1937,98,2023-03-16,N
1938,99,2023-03-16,N
1939,100,2023-03-16,N
1940,101,2023-03-16,N
1941,102,2023-03-16,-
1942,103,2023-03-16,N
1943,104,2023-03-16,N
1944,105,2023-03-16,N
1945,106,2023-03-16,N
1946,107,2023-03-16,-
1947,108,2023-03-16,N
1948,109,2023-03-16,N
1949,110,2023-03-16,-
1950,111,2023-03-16,N
1951,112,2023-03-16,N
1952,113,2023-03-16,N
1953,114,2023-03-16,N
1954,115,2023-03-16,N
1955,1,2023-03-17,N
1956,2,2023-03-17,N
1957,3,2023-03-17,N
1958,4,2023-03-17,N
1959,5,2023-03-17,N
1960,6,2023-03-17,
1961,7,2023-03-17,N
1962,8,2023-03-17,N
1963,9,2023-03-17,N
1964,10,2023-03-17,N
1965,11,2023-03-17,N
1966,12,2023-03-17,N
1967,13,2023-03-17,N
1968,14,2023-03-17,N
1969,15,2023-03-17,N
1970,16,2023-03-17,-
1971,17,2023-03-17,
1972,18,2023-03-17,-
1973,19,2023-03-17,N
1974,20,2023-03-17,-
1975,21,2023-03-17,N
1976,22,2023-03-17,N
1977,23,2023-03-17,N
1978,24,2023-03-17,N
1979,25,2023-03-17,N
1980,26,2023-03-17,N
1981,27,2023-03-17,-
1982,28,2023-03-17,N
1983,29,2023-03-17,N
1984,30,2023-03-17,N
1985,31,2023-03-17,N
1986,32,2023-03-17,N
1987,33,2023-03-17,N
1988,34,2023-03-17,-
1989,35,2023-03-17,N
1990,36,2023-03-17,N
1991,37,2023-03-17,N
1992,38,2023-03-17,N
1993,39,2023-03-17,N
1994,40,2023-03-17,N
1995,41,2023-03-17,-
1996,42,2023-03-17,N
1997,43,2023-03-17,N
1998,44,2023-03-17,N
1999,45,2023-03-17,N
2000,46,2023-03-17,N
2001,47,2023-03-17,N
2002,48,2023-03-17,N
2003,49,2023-03-17,-
2004,50,2023-03-17,N
2005,51,2023-03-17,N
2006,52,2023-03-17,N
2007,53,2023-03-17,N
2008,54,2023-03-17,N
2009,55,2023-03-17,N
2010,56,2023-03-17,N
2011,57,2023-03-17,F
2012,58,2023-03-17,-
2013,59,2023-03-17,N
2014,60,2023-03-17,N
2015,61,2023-03-17,N
2016,62,2023-03-17,N
2017,63,2023-03-17,N
2018,64,2023-03-17,N
2019,65,2023-03-17,N
2020,66,2023-03-17,-
2021,67,2023-03-17,N
2022,68,2023-03-17,N
2023,69,2023-03-17,N
2024,70,2023-03-17,-
2025,71,2023-03-17,N
2026,72,2023-03-17,-
2027,73,2023-03-17,N
2028,74,2023-03-17,N
2029,75,2023-03-17,N
2030,76,2023-03-17,N
2031,77,2023-03-17,-
2032,78,2023-03-17,N
2033,79,2023-03-17,-
2034,80,2023-03-17,-
2035,81,2023-03-17,-
2036,82,2023-03-17,N
2037,83,2023-03-17,N
2038,84,2023-03-17,-
2039,85,2023-03-17,N
2040,86,2023-03-17,N
2041,87,2023-03-17,N
2042,88,2023-03-17,N
2043,89,2023-03-17,-
2044,90,2023-03-17,N
2045,91,2023-03-17,-
2046,92,2023-03-17,N
2047,93,2023-03-17,N
2048,94,2023-03-17,F
2049,95,2023-03-17,N
2050,96,2023-03-17,N
2051,97,2023-03-17,N
2052,98,2023-03-17,N
2053,99,2023-03-17,N
2054,100,2023-03-17,F
2055,101,2023-03-17,N
2056,102,2023-03-17,-
2057,103,2023-03-17,N
2058,104,2023-03-17,N
2059,105,2023-03-17,N
2060,106,2023-03-17,N
2061,107,2023-03-17,-
2062,108,2023-03-17,N
2063,109,2023-03-17,N
2064,110,2023-03-17,-
2065,111,2023-03-17,N
2066,112,2023-03-17,N
2067,113,2023-03-17,N
2068,114,2023-03-17,N
2069,115,2023-03-17,N
2070,1,2023-03-18,N
2071,2,2023-03-18,N
2072,3,2023-03-18,N
2073,4,2023-03-18,N
2074,5,2023-03-18,N
2075,6,2023-03-18,
2076,7,2023-03-18,N
2077,8,2023-03-18,N
2078,9,2023-03-18,N
2079,10,2023-03-18,N
2080,11,2023-03-18,N
2081,12,2023-03-18,N
2082,13,2023-03-18,N
2083,14,2023-03-18,N
2084,15,2023-03-18,N
